GEOID10,total_pop,median_age,pct_hispanic,pct_white,pct_black,pct_asian,pct_male,pct_single_family_home,med_home_value,med_rooms_per_home,pct_built_before_1940,pct_renting,rental_vacancy_rate,avg_renter_household_size,med_gross_rent,med_household_income,mean_commute_time,pct_commute_drive_alone,pct_below_poverty,pct_college_grad_student,pct_same_residence_year_ago,pct_bachelors_degree,pct_english_only,pct_foreign_born
6037600912,5655,33.4,77.3,3.9,16.6,50,47.6,65.8,360300,4.6,47.7,56,0,3.5,1220 (USD),"$45,513 ",33.7,74.5,25,28.7,91.9,18.4,25.8,42
6037601402,5234,32.7,92.8,3.3,2.8,15,48.4,75.9,374800,4.5,21.8,36.6,0,3.53,1228 (USD),"$56,162 ",27.6,65.8,12.1,29.3,96.4,7,10,43.7
6037601502,3920,27.3,93.8,2.6,0.5,111,49.8,44.2,404900,4.1,11.1,68.9,0,4,1085 (USD),"$37,286 ",23,68.2,25.1,20.6,91.1,5,8.7,41.6
6037602103,6748,34,68.3,4.5,20.1,253,49.1,25.5,369700,3.8,6.1,81.4,1.2,2.68,1112 (USD),"$37,792 ",27.3,66.4,16.7,45.5,89.7,15,34.7,38.8
6037602106,5321,34.7,61.9,6.4,14.5,671,53,20.8,459500,3,2.6,82.6,0,2.33,1013 (USD),"$39,421 ",34.9,69.4,16.2,39.7,88.4,16.6,30,44.4
6037602600,8663,44.2,18.8,3.5,64.2,223,42.6,66.6,416100,5.3,1,39,0,2.61,1135 (USD),"$53,135 ",29.9,81.4,10.3,43.8,91.7,19.3,77.2,15.9
6037602700,3737,39.3,30.3,2.2,55.8,234,51.6,76.3,425100,5.7,2.8,21.4,0,3.53,1639 (USD),"$82,868 ",29.9,85.8,17.3,33.4,94.4,26.6,76.5,15.7
6037311500,5682,37,28.6,56.1,2.4,485,46.5,45.2,688100,4.7,15.7,57,0,1.88,1639 (USD),"$83,827 ",27.1,82,7,36.7,85.3,44.1,69.5,19.7
6037302103,5958,43,22.1,60.3,0.7,944,47.2,14.7,455400,3.9,16.3,87.9,2.1,2.99,1302 (USD),"$39,709 ",30,61.2,24.1,51,84,28.7,13.5,74.8
6037310800,5224,40.8,31.4,53.7,1.2,521,49.4,57.1,639600,4.6,23,55.1,0.5,2.56,1247 (USD),"$62,468 ",29,75.1,14.5,34.7,91.6,37,60.7,22.8
6037310900,6401,43.4,31.2,50.1,1,950,47.5,78.9,609100,5,27.3,33.2,0,2.33,1719 (USD),"$67,577 ",30.6,82.5,8,32,89.7,35.1,57.8,25.4
6037320100,7567,34.3,89.1,6.3,3.9,30,48.6,78,361200,5.2,10.1,30.3,0,4.06,1478 (USD),"$67,536 ",31,77.7,13.8,31.2,92.7,10.8,22.7,36.5
6037400204,6001,50.3,22.3,64.6,2.8,482,52.1,100,683400,7.5,0,5.2,0,3.79,2923 (USD),"$111,836 ",32.7,80.6,3.8,22.4,91.9,53.5,78.6,16.3
6037400302,3140,40.2,38.9,41.1,1.8,372,48.7,62.8,565200,5.1,0.6,41.2,0,2.3,1079 (USD),"$70,893 ",30.1,80.1,10.5,31.8,89.8,31.9,57.8,18.5
6037502302,3167,31.6,92.7,3.9,1.7,48,46.3,44.1,371100,4,14.2,67,4.6,4.04,1139 (USD),"$44,516 ",26.9,83.4,17.4,24.3,91.4,8.7,25.2,38.5
6037571502,4507,40.8,37.5,21.8,18.2,795,48.6,46.9,427200,4.5,3.3,44.5,0,2.42,1220 (USD),"$59,352 ",29.1,81.8,8.3,34,87.7,31.6,52.2,25.4
6037571600,2199,21.9,31.9,5.6,58.6,19,41.3,2.2,326200,3.9,24,96.1,0,2.79,337 (USD),"$16,196 ",36,65.8,60.9,21.9,90.3,5.7,68.2,10.9
6037573202,6435,31.4,62.1,5.3,12.2,1129,51.6,38.9,357700,4.3,36.6,60.4,1.2,3.76,1075 (USD),"$44,500 ",27.1,68,24.5,30.2,93.9,8.8,30.4,37
6037573902,1978,49,17.6,60.9,7.6,171,45.9,69.1,700100,6.7,0.7,17,0,2.14,1391 (USD),"$115,455 ",31.7,88.1,1.7,41.9,91.8,61.7,79.9,11.9
6037576403,5344,26.1,57.3,10.2,16.6,743,47.5,17.4,353100,3.7,15.2,87,8.8,3.75,1182 (USD),"$34,394 ",28,72.7,32,19.9,86.3,11.5,37.8,33.9
6037576501,2992,36,53.3,23.1,15.4,98,51.4,10.3,263900,3,25.4,87.4,7.2,2.15,1008 (USD),"$38,768 ",34.3,64.4,29.8,31.1,85.6,27.2,50.3,26.7
6037576502,4668,30.9,36.5,29.4,22.5,302,50.3,4.7,276800,3.3,26.7,83.1,4,2.44,1124 (USD),"$44,058 ",35.5,65.8,25.8,44.7,83.4,26.9,65,16.1
6037576503,4457,32.8,37.1,33.6,16,274,52.9,16.1,427800,3.4,32.1,85.4,1.1,2.25,1063 (USD),"$46,066 ",33.6,68.4,15.9,55.5,85.3,27.8,56.9,20
6037576901,6096,28.1,67.4,8.6,9.8,791,49.3,17.7,427200,3.6,21.9,89.8,4.5,3.29,1089 (USD),"$30,016 ",26.2,75.1,37.5,34.2,92.1,14.4,32.5,33.3
6037577300,5478,36.2,17.5,70.2,3,351,50.2,28.1,837900,3.8,40.5,78.2,1.6,1.63,1406 (USD),"$70,670 ",31.7,87.9,9.2,69.4,73.6,60.8,80,9.8
6037600100,7411,28,60.4,1.8,35.2,20,49.5,44.6,350700,4.2,30.5,79.2,3.4,3.24,1045 (USD),"$28,460 ",41.3,71.8,37.9,21.9,87.6,5.8,42.4,31.6
6037600302,2859,44.1,26.9,1.5,68.8,0,46.3,72.6,349700,5.1,16.1,29.5,16.2,2.25,1032 (USD),"$40,700 ",28.9,81.7,31,32.4,95.4,12.2,71.1,14.7
6037600703,1855,50,3.2,2.3,86.9,23,39.8,20.2,352500,5.6,1.1,21,0,2.25,1826 (USD),"$66,394 ",32,81.2,11,52.5,95.4,42.6,91,5.1
6037600802,2498,43.3,13.4,1.2,81.7,46,46,47.6,455600,4.6,16.5,56.3,2.7,2.23,1235 (USD),"$63,706 ",28.3,78.2,13.8,51.4,87,29.4,85.1,10.3
6037532102,3919,38.3,86.3,4.6,0.9,286,46.4,78.6,396300,5.4,9.5,33.7,4.8,3.47,1202 (USD),"$60,526 ",35.6,75.3,6.6,38.1,94.8,19.2,30.6,33.7
6037575901,3562,30.8,54.8,19.3,18.2,172,45.7,4.7,285000,3.5,8.9,61.3,2.5,3.17,1014 (USD),"$51,938 ",33.1,67.5,34.1,18.2,83.2,28.1,44,27.2
6037600601,2620,47.1,7.2,2.5,85.4,7,48.4,61.8,427500,5.7,3.4,42.7,2,3.03,1416 (USD),"$66,111 ",30.6,81.2,13.3,37.4,89.1,26.9,94.5,5.1
6037302201,3787,44.2,12.4,70.3,4.2,381,47.8,5.9,440500,3.1,17.4,95.6,4.1,2.21,1167 (USD),"$21,522 ",24.8,64.5,32.6,39.6,82.2,30.8,16.3,72.1
6037301702,5635,37.3,17.5,67.2,2,650,51.3,21.6,493800,4,22.1,82.6,0,2.73,1309 (USD),"$47,306 ",26,80.7,16.3,40.3,91.4,29.1,21.8,62.2
6037311400,2299,43.3,15.1,70.6,2.8,183,49,77.3,679000,5.3,25.9,30.5,2.3,2.05,1586 (USD),"$83,188 ",27.6,80.5,7,32.2,88.1,46.2,75.1,19.2
6037554002,5701,33.3,60.6,15.6,7.7,902,46.5,50,432300,4.4,8.4,60.4,10.6,3.17,1244 (USD),"$54,538 ",30.1,78.6,13.8,32.5,94.4,17.1,34,36.9
6037550800,7665,34.6,78.8,13.8,0.9,381,47.3,73.8,585200,5.6,4.1,46.1,0,3.4,1275 (USD),"$78,750 ",30.2,80.7,6.8,35.2,92.7,24.8,30.8,34.4
6037570301,7567,32,64.9,8.4,12,578,51.9,30.3,316000,3.9,1.5,75.9,1.8,3.1,1033 (USD),"$36,006 ",33.5,81.3,25.1,26.4,86,10.5,30.2,37.8
6037573800,4386,42.2,16,67,0.2,337,46.4,99.2,582600,6.4,0.3,14.4,4.1,3.34,2186 (USD),"$102,794 ",31.1,82.8,7.7,36.7,93.6,34.2,85.2,8.6
6037576801,3917,36,33.4,43.7,12.9,344,45,15.3,467200,3.8,28.3,76.1,5.4,2.05,1320 (USD),"$51,766 ",30.8,84.4,28.4,49,87.2,37.1,63.7,24.3
6037601212,7036,29.8,65.5,2.6,30.8,0,52.3,16.7,285700,3.8,27.4,85.3,0,3.34,1127 (USD),"$41,538 ",27.6,74.2,24.5,30,89.7,9.9,39.8,35.7
6037541100,3187,31,50.1,2.2,45,71,48.1,73.8,320100,5,6.6,33.1,4,3.02,1004 (USD),"$48,571 ",23.9,77.4,23,32.4,96.9,9.4,50.1,22.8
6037542800,3043,36.1,43,2.3,52.4,55,41.4,94.5,295200,5.1,7.5,21,0,2.78,1167 (USD),"$55,644 ",30.4,88.5,20.5,29.1,97.1,14.2,64,15.9
6037550300,8092,33.5,68.7,16.5,1.1,972,48.5,74.1,417100,5.2,0,37.6,7.7,3.49,1535 (USD),"$67,045 ",31.4,77.8,9.3,40.8,92.9,24.1,36.8,33.2
6037553802,6415,33.9,75.1,6.7,11.3,186,51.9,27.1,139500,4.1,4.2,64.2,0,3.27,1120 (USD),"$38,478 ",27.2,77.8,24.9,23.4,88.5,10.3,27.4,37.9
6037531000,5283,30.9,99.1,0.6,0,0,50.3,69.1,359700,5,20.8,62.4,2.4,3.89,1073 (USD),"$43,225 ",25.5,72.9,18.9,24.8,96.4,5.6,8.4,38.8
6037530004,3732,38,64.1,16.6,1.7,522,48.8,60.2,463100,4.6,3.6,39.3,11,2.99,1372 (USD),"$56,544 ",37.6,76.5,9.1,38.9,92.2,30.1,39.2,31.5
6037530301,2152,33.1,94.1,4.6,0,2,52,64.3,336100,4.8,14.4,67.2,2.4,3.19,1018 (USD),"$43,092 ",30.8,76.9,23.9,21.5,98.9,11.4,13.8,40.8
6037530901,3631,29.8,99.6,0.3,0,4,46.5,67.6,337500,5,20.3,67.9,6.5,3.9,1133 (USD),"$50,182 ",27.1,75.8,18.7,30,94.8,5.9,8.9,42.3
6037532001,3099,33.2,88,5.9,5.5,18,45.2,42.6,378100,4.1,4.3,68,0,2.93,933 (USD),"$32,160 ",26.7,72.7,24.6,18.3,91.5,11,27.1,37.4
6037532500,4058,31.4,89.7,0.9,3.3,117,52.8,30.5,317800,4.1,24.2,70.7,1.5,3.44,1043 (USD),"$44,706 ",26.4,73.4,29.4,21.1,92.5,7.2,11.2,51.5
6037533403,2882,36,93,4.6,1.2,28,48,54.4,352400,3.8,28.5,79.8,0,3.44,942 (USD),"$35,547 ",30.4,66.9,33.5,30.3,95.7,7.9,9.3,49.9
6037533501,3164,28.9,99.1,0.8,0,0,52.6,50.3,384100,3.8,30.5,74.9,1.9,4.13,1024 (USD),"$39,063 ",35.6,65.4,31.8,21.3,84.1,4.8,3.5,50
6037533601,4679,26.5,95.6,1,0,71,49,43.6,320000,4.3,16.5,85.1,2.8,4.18,1151 (USD),"$38,972 ",32.2,68.3,27.6,33.2,93,3.3,7.8,40.2
6037534803,4632,35.1,97.2,0.4,0,57,54.5,55.3,353000,4.4,42.5,59.4,0,3.68,1079 (USD),"$39,659 ",32,73.6,28.2,27.8,90.6,8.6,9.1,51.1
6037535603,3593,29.3,97.7,0.4,1.7,7,50.4,39.5,356500,4.2,12.6,66.3,3.7,3.79,999 (USD),"$46,392 ",34.7,65.9,21.8,25.7,93.4,9.4,8.1,38.9
6037535902,7054,33.9,94.8,4.4,0,40,48.7,91.4,358200,5.1,9.8,30.5,0,4.47,1316 (USD),"$64,848 ",35.1,78.6,5.6,27.1,89.9,8.2,14.9,39.3
6037540102,6846,31,84.6,2.3,11.7,0,49.9,85.9,349400,5.3,9,47.8,2.5,4.04,1248 (USD),"$49,926 ",30.1,77.2,15.7,23.6,93.8,8.6,19.1,36.4
6037540502,6682,25.4,87.7,2.7,8.8,46,47.1,25.2,309400,4,13.9,85.3,0.7,4.33,1028 (USD),"$32,088 ",34.6,62.5,37.3,16.2,85.1,3.8,15.1,38.3
6037540800,5727,35,44.4,0,52.9,60,47.1,84.1,305100,4.9,6,35.8,0,3.29,1196 (USD),"$61,331 ",34.1,78.8,8,34.9,92.4,12.9,55.1,23.9
6037541300,5911,29.2,63.9,0.5,34.2,55,44.7,88,330800,5,13.6,34.7,3.2,3.9,1397 (USD),"$43,095 ",33.4,84,20.3,25.9,91.1,6.3,40.5,29.4
6037541400,7416,27.5,80.7,0.8,16.5,6,49.8,77.9,256200,4.9,6.4,55.1,5.7,4.41,1328 (USD),"$41,896 ",31.4,71.7,27.8,15.1,93.3,5.1,23.4,36.4
6037542900,3171,32.9,78.5,1.3,18.6,27,50.6,81.9,265800,4.9,7.2,31,9.4,4.14,1238 (USD),"$51,544 ",28.8,71.2,21.7,15.9,96.7,7.7,27.5,34.4
6037550700,7017,33.3,75.6,16.6,0.8,445,49.4,85,490200,5.8,1.3,26.5,0,4.63,1775 (USD),"$92,127 ",32,72.8,2,23.3,92.3,29.1,33.2,26.1
6037301205,2221,44.3,9.9,70.8,0.5,347,46.8,84.4,771200,6.2,73.4,23.1,0,2.46,1686 (USD),"$106,458 ",25.1,72.5,5.5,31.3,94.1,54.4,37.4,42.5
6037501002,5165,36,82.3,13.1,2.4,64,50,89.8,421500,5.3,18.1,25.1,5.2,3.84,1938 (USD),"$86,795 ",31.8,85,4.6,27,95.3,21.9,48.8,18.1
6037551502,4291,34.8,66.6,20.3,0.4,470,48.9,69,443500,4.7,6.1,40,3.7,3.5,1406 (USD),"$80,156 ",27,80.9,8.3,32.8,91.3,24.8,28.6,37.5
6037551501,4830,34,66.5,16.5,11.8,155,44.9,55.5,462200,5.2,2.6,48.2,6.6,3.47,1383 (USD),"$56,470 ",28.8,79.3,9.7,29.8,94,20.2,34.5,29.5
6037551402,4497,35.1,74.4,13.8,0.9,231,50.8,80,439900,5.4,2.1,33.5,0,3.7,1500 (USD),"$70,653 ",30.7,83.2,10,35.8,91.2,18.5,31.9,36.5
6037551401,4793,33.6,80.9,15,1.4,94,48,47.3,479600,4.7,3,63,0,3.1,1161 (USD),"$62,965 ",30.4,79.1,7.7,38.6,90.7,20.3,29.4,34.1
6037551102,5309,34.1,81.3,5.2,7.3,302,51.6,18,459700,3.8,3.7,90.3,1.5,3.02,1196 (USD),"$58,409 ",32.1,69.8,22.9,26.6,87,14.9,31.7,33.6
6037551101,3944,29.1,74.5,6,6.5,501,49,29.9,372700,4,2,72.7,0,3.22,1143 (USD),"$42,222 ",29.7,79.4,26,24.3,90.4,13.4,20.1,37
6037550902,5915,33.7,77.3,14.5,1.6,315,49.2,32.3,602100,4.2,5.2,74,0,3.17,1246 (USD),"$55,158 ",29.9,79.7,17.2,37.9,90.6,29.1,30.6,34.9
6037550901,3877,37.5,72.6,12.7,4.7,357,48.5,26.1,598600,4,6.8,80.2,2.3,2.86,1260 (USD),"$57,955 ",31.7,76.6,14.8,33.6,90.2,27.2,36.5,35.1
6037552002,3630,34.8,65.8,8.7,10.1,523,50.1,50,330000,4.6,2.7,57.9,8,3.53,1558 (USD),"$58,777 ",27.6,84.8,20.1,34.8,91.3,14.7,31.6,34
6037552001,4371,35.5,71.2,8.6,3.7,546,45.5,89.6,382600,5.2,0.6,22.6,4.2,4.44,1696 (USD),"$76,813 ",31.3,81.7,7.8,32.2,95.5,20.6,30.1,33.1
6037502003,2714,33.5,89.9,8.1,0.2,40,51.1,69.6,376700,4.9,13.6,43.1,7.4,3.61,1141 (USD),"$61,875 ",28.5,74.5,15.2,23.2,91.9,13.9,33.5,30.3
6037501804,2124,31.1,83.1,12.5,0.7,43,39.3,39.3,419000,3.7,16.6,79.3,8,2.9,1211 (USD),"$46,065 ",35.3,84.4,22.7,17,89.6,14,55.1,19.2
6037501803,4450,29.4,85.4,9.2,1.8,100,49,22.8,476700,3.3,7.3,88.7,4.8,2.9,1022 (USD),"$31,929 ",31.4,79.7,31.2,21,89.4,7.9,47.6,21.5
6037462301,4589,33.5,57.4,23.5,9.7,365,46.1,27.2,469400,3.9,30.3,77.3,0,2.62,1379 (USD),"$53,351 ",27,71.4,18.7,35,86.2,30.4,46.1,30.7
6037401101,5583,38.6,40.2,44.9,1.7,409,47,40.6,471600,4.8,5.1,54.2,7.8,2.73,1218 (USD),"$61,953 ",35.8,79.1,12.1,12.4,90.3,27.8,72.5,17.9
6037401201,3332,37,34.2,45.1,0.9,510,49,84.7,459500,5.8,0,12.9,0,4.09,2141 (USD),"$111,250 ",33.7,81.8,2.1,28.3,93.7,39.4,64.8,18.5
6037401601,5364,48.1,37.8,48.3,1.4,609,48,34.9,256800,5.6,0.9,26.1,0,2.6,1663 (USD),"$66,829 ",29.8,85.2,6.3,48.3,90,34.4,75.8,17.4
6037402101,5198,30.3,76,3,11.4,429,47.4,92.3,344500,5.3,0.8,25.2,0,5.48,1667 (USD),"$68,636 ",31.5,79.9,22.1,40.3,82.8,14.5,35.1,31.9
6037403319,4384,39.2,21,12.3,12.5,2166,49.3,47.4,551000,4.8,0,38.1,6.9,2.52,1700 (USD),"$77,339 ",37.2,80.4,6,41.1,85.7,51.3,39.6,45.5
6037403408,6515,47.1,16,8.2,3.6,4495,49.5,88.6,635000,6.6,0.9,13.3,0,3.52,2031 (USD),"$92,340 ",36.8,73.6,4.1,42.9,92.6,51.4,39.9,54.1
6037404902,4299,33.9,69.3,2.6,0,1178,50.3,85.8,372800,5.3,0.8,27.6,0,4.43,1406 (USD),"$71,250 ",31.8,78.8,17.6,28.5,94.6,12.7,14.6,46.6
6037405203,3808,34.4,71.8,8.3,0.9,707,51.9,88.5,388600,5.1,8.4,36.1,0,5.33,1494 (USD),"$74,398 ",29.3,76.4,9,29.7,98.2,12.7,19.7,37.8
6037405400,5422,35.9,72.7,15.7,0,422,49.7,95,382900,5.7,3.3,12.1,0,5.57,1891 (USD),"$77,969 ",33.2,77.8,7.1,28.5,93,15.4,38.4,28.7
6037406102,6225,32,62,22.3,3.5,580,47.8,34.4,426800,4.2,11.6,73.7,4.7,2.66,1274 (USD),"$54,776 ",30.3,75.9,7.5,31.1,84.1,21.4,60.4,18.8
6037406500,6537,36.4,61.5,11.8,5.3,1279,51.8,74.5,429000,5.4,3.7,31,0,3.05,1469 (USD),"$75,156 ",36.4,78.9,5.9,33.7,92.2,30.2,45.9,27.5
6037407900,6882,36.9,63.9,5.7,1.8,1825,46.7,90.4,364200,6.1,1.4,24.6,0,4.81,1748 (USD),"$90,592 ",35.2,80.9,8.9,28,95.2,21.9,30.9,38.1
6037408628,5420,45.3,21.6,9,1.2,3630,49.6,55.6,601500,5.5,0,34.4,3.9,3.18,1444 (USD),"$67,065 ",36.4,77.2,15.1,32.8,89.1,48.6,26,56.3
6037408705,5418,43.7,25.3,11.5,0.1,3363,48.6,92.2,552600,5.8,0.4,26.9,0,3.43,1758 (USD),"$61,212 ",32.6,75.1,7.3,38.7,93.8,36.9,29.6,56.6
6037530700,2249,32.7,96.8,1.5,0,34,49,67.6,373300,4.9,16.1,51,0,3.88,1025 (USD),"$50,625 ",28.9,64.2,15.8,31.9,94.6,9.2,8.9,40
6037531301,5279,30.6,98.4,1.2,0.2,7,54.1,61.8,272600,4.7,29.1,76.2,1.3,3.79,1049 (USD),"$37,774 ",25.8,62.3,33.3,25.5,87.5,4.8,7.7,45
6037531101,4904,33.9,98,0.5,0.1,3,49,77.2,326700,4.9,27.4,75.4,0,4.13,1039 (USD),"$44,304 ",35.9,68.9,20.8,22.6,93,7,6.1,43.6
6037301100,6847,45.6,10.9,73.2,0.7,732,44.9,37.9,796100,4.4,37.6,61.8,2.3,2.22,1589 (USD),"$68,191 ",28.9,79.3,13.1,34.1,91.1,44.6,43.2,48.6
6037302202,5310,41,31.1,59.6,0,471,45.1,13.4,445300,3.6,28.6,86.7,0,2.77,1223 (USD),"$33,466 ",24.9,64.2,24.2,42.6,91,31.3,13.4,66.9
6037302302,5512,36.9,45.3,36.6,0.9,904,48.3,15.1,652600,3.7,26.8,93,2.7,2.84,1309 (USD),"$46,270 ",30.6,68,15.5,40.2,90.8,30.3,17.5,55.6
6037400602,4207,36.7,66.6,20.8,1.8,373,48.2,65.5,420500,4.6,17.9,51.7,4.4,2.8,1206 (USD),"$59,865 ",32.8,81.5,9.6,31.4,90,22.6,49.7,26
6037400900,4328,38.4,36.2,45.5,2.7,568,46.2,81,480700,5.4,3.8,35.4,0,3.47,1876 (USD),"$84,250 ",28.7,79.8,9.4,38.8,85.3,38.2,71.7,17.6
6037401102,3194,37.8,23.3,51.1,2.8,600,55.6,57.9,395400,4.7,16,48.2,15.1,2.56,1577 (USD),"$71,681 ",30.8,82.2,9,33.8,80.1,32.7,70.4,16.9
6037401312,5409,48.8,37.7,48.2,2.5,485,42.9,52.8,414200,5.8,4.5,22.9,0,2.28,1185 (USD),"$70,839 ",28,83.3,6.4,47.8,88.6,26.3,74.7,14
6037402200,7293,38.8,63.2,14.2,9.7,739,47.7,77.1,423500,6,14.2,33.1,0,3.27,1161 (USD),"$66,235 ",32,76.3,18.7,26.6,80.3,25.7,55.8,18.9
6037403312,4977,42.4,30.2,25.1,4.4,1958,47.5,68.3,447400,5.6,0,20,2.4,3.65,1829 (USD),"$78,468 ",32.8,79.8,5.2,34.8,96.1,38.3,52.6,35.2
6037602105,4418,35.7,73.6,5.8,15,159,52.6,23.9,384200,3.7,7.4,81.8,5.2,3.07,1109 (USD),"$48,109 ",26.7,70.7,19.5,27.9,92.8,8.6,26.2,41.5
6037572900,5687,29.2,68.5,3.8,8.9,808,47.1,47.4,329200,4.2,20,66.7,0,4.5,1127 (USD),"$42,868 ",25.9,64,26.2,24.1,89.9,10.5,22.7,40.4
6037573700,4802,41,22.5,61.6,1.7,484,48.1,98.6,558300,5.9,0.7,12.9,10.2,2.91,2240 (USD),"$94,261 ",30.8,88.3,4.4,36.8,94.1,44,79.8,10.7
6037574500,6472,44.7,14.6,69.7,3.3,591,50.8,99.3,608500,6.3,0.8,13.7,0,4.21,2658 (USD),"$91,569 ",30.4,77.3,6.8,31.1,93.7,49.2,85.5,9.2
6037533502,2114,28.6,96.5,3.5,0,0,48.7,65.1,330400,3.9,39.3,64,0,3.95,982 (USD),"$41,089 ",34.7,67.2,17.8,20.9,91,12.8,5.5,44.7
6037533503,2279,25.3,93.6,1.4,4.7,0,54.5,47.4,339100,3.9,10.8,67.3,0,4.76,1004 (USD),"$38,750 ",31.3,52.2,29.6,22.3,92.2,3.3,11.1,42.1
6037533701,3253,29.4,93.7,3.9,2.2,0,46,49.7,347400,3.5,22,77,2.8,3.35,981 (USD),"$34,865 ",29.2,74.5,30,25.1,92.7,3.7,15.8,40.1
6037534002,4439,33.6,93.8,5.2,0.8,7,49.4,68.2,360300,4.3,11.2,61.8,3,4.58,1299 (USD),"$48,586 ",26.7,72,22.8,20.1,89.8,7.5,10.8,42.8
6037534102,6610,27,95.5,2.5,1.2,18,52.5,62.3,366700,3.9,11.4,86.1,0,4.43,1174 (USD),"$36,209 ",31,68.2,30.1,19.9,93.7,4.6,11.8,43.6
6037535605,4654,30.7,98.6,0.5,0,40,48.4,40.6,338400,4,17.2,68.7,0,3.66,993 (USD),"$42,819 ",32.6,66.7,24.8,20.8,90.6,4.9,9,51.2
6037540203,5792,26.9,85.4,0.9,12.3,65,50,43.6,331600,4.6,14.5,68.7,1.8,3.88,1158 (USD),"$40,833 ",28.4,79.5,23.4,26.6,92.6,8.2,17.3,36.5
6037541002,2998,45.8,27.8,12.6,50.4,150,50.3,53.3,308000,6.3,1,12.7,0,4.28,1063 (USD),"$55,761 ",31.4,84.8,10,41.6,89.5,17.9,64.1,25.1
6037541802,5711,28.6,85.8,0.2,12.4,77,51.7,75.3,363200,4.9,4.3,43.2,0,5.19,1180 (USD),"$51,917 ",28.1,68.5,16.9,18.5,93.9,8.6,17.4,38.7
6037408629,2716,50.2,20.9,17.7,2,1519,52.4,71.9,596300,6.3,0,13.6,21.1,4.36,2096 (USD),"$81,667 ",39,82.2,9.9,36.4,94.7,54.8,36.2,44.2
6037430724,4895,39.8,12.5,17.9,1,3298,48.2,3,568300,4.1,6.1,75.4,7.9,2.62,1416 (USD),"$55,391 ",27.8,77.5,11.6,28.6,89.7,52,27.1,54.1
6037431100,7558,37.4,63.8,16.1,7.1,889,50.1,54.5,446600,4.9,13.5,62.5,4.8,3.8,1298 (USD),"$70,694 ",32.7,79.2,5.8,19,90.6,25.4,38.7,31.8
6037432300,4530,34.3,49.1,5.9,0,1772,53.4,80.4,444700,5.1,0,32.9,2.5,3.22,1423 (USD),"$47,188 ",27.6,88.7,11.8,34,95.9,19.2,19.5,43.2
6037432401,3626,41.5,56.6,4.9,0.1,1383,49,56.7,375300,4.3,6,55.3,11.1,3.56,1182 (USD),"$41,094 ",34.7,75.5,23.7,36.2,91.8,11.5,15.8,57.9
6037433200,6216,35.2,65.4,4.4,0.3,1824,51,57.3,401400,4.2,23.6,61.6,7.1,3.65,1018 (USD),"$41,296 ",30.4,66,20.9,29.9,92,11,17.2,47
6037460100,6194,50.9,13.7,51.5,13.2,554,53.5,94.1,839100,6.7,33.6,8.3,0,1.82,1653 (USD),"$124,318 ",28.3,77.1,5.6,20.7,93.1,61,86.3,12.1
6037461300,6971,42.8,15.4,62,5.4,882,47.9,75,639400,5.1,47.8,42.6,6.4,2.67,1443 (USD),"$86,528 ",28.4,73.3,10.5,27.6,85.9,51.5,58,30.4
6037575802,5684,27.1,70.7,9.1,9.8,316,48.2,14.8,353600,3.1,42.9,87.3,5.8,3.59,968 (USD),"$29,083 ",32,55.7,42.5,23.1,84,15,30.1,33.1
6037574602,1214,59.4,13.8,64.3,2.6,164,44.9,48.3,707800,6.4,0,20.4,0,2.06,2274 (USD),"$81,964 ",25,84.5,10.4,47.2,88.8,58.2,72.2,22.8
6037575402,4256,27.3,83.5,4.2,6,200,52.5,10.9,236600,3.5,11.6,85,2.5,4.21,1009 (USD),"$41,488 ",31.2,53.8,31,20,82.3,7.2,18.2,47
6037576602,4332,37.8,22.5,53.6,13.2,262,55.2,3.7,510900,3,28.7,78.9,2,1.63,1297 (USD),"$62,076 ",35,79.3,15.1,62.1,72.9,52.2,78.9,12.8
6037577603,7818,47.8,13.9,71.1,3,717,50.3,57,888300,5.4,17.6,34.3,2.7,1.91,1530 (USD),"$101,297 ",35.3,81,9.4,43.9,88,62.7,81.4,14.9
6037601002,4840,34.7,43.8,1.7,47.3,63,42.6,20,240900,3.9,15.1,76.2,1.9,2.39,1135 (USD),"$41,214 ",30.4,73.3,19.5,37.6,84.1,10.7,58.2,26.6
6037601401,5486,35.5,53.8,5.1,35.3,66,55,24.6,325000,4.3,14.4,74.6,2.7,3.01,1198 (USD),"$46,791 ",31.2,67.1,24.1,32.5,89.4,15.9,52.1,22.6
6037602004,3661,33.1,72.8,4.8,21.9,0,49.7,75.7,350900,4.5,19.1,55,2.2,3.42,1288 (USD),"$40,587 ",26.5,57.5,20.9,30.9,95.8,10.8,29.2,37.2
6037602301,6620,34.8,60.4,27.3,3.9,351,51.6,83.4,489500,5,3,33.9,7.1,3.19,1240 (USD),"$76,607 ",28.4,76.9,8.7,26,91.4,30.5,44.5,29.6
6037602403,5455,31.7,57.3,3.2,17,659,51.2,18,545200,3.5,3.2,88.1,4.9,3.12,1166 (USD),"$49,445 ",29,75.1,15.6,35.6,90.6,20.8,26.5,42.9
6037503401,6691,38.5,54.4,35.6,2.3,446,51.4,70.8,499500,5.3,0,33.4,6.8,2.78,1695 (USD),"$80,081 ",34.9,70,8.5,34.7,92.1,22.7,78,14.6
6037532400,58,36.5,81,12.1,1.7,3,44.8,66.7,387500,4.8,8.3,70.8,0,2.18,675 (USD),"$68,750 ",21.9,80,1.7,38.5,98.3,19,26.4,13.8
